,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference,Status
26,2008-01-23 16:05:53,1201133153.0,aa,0.499,28.04,-18.155283129013426,1338.6,18.518912027199306,-36.67419515621273,Underperform
27,2008-10-28 00:52:22,1225180342.0,aa,0.672,9.04,-73.61354349095154,940.51,-16.727758889361105,-56.88578460159044,Underperform
28,2008-12-05 01:03:15,1228467795.0,aa,0.672,8.06,-76.47402218330413,876.07,-22.433241252302025,-54.040780931002104,Underperform
29,2008-12-06 09:33:46,1228584826.0,aa,0.672,8.15,-76.21132516053707,870.74,-22.90515653775323,-53.306168622783844,Underperform
30,2008-12-18 10:54:07,1229626447.0,aa,0.672,10.35,-69.78984238178634,885.28,-21.61779288851113,-48.17204949327521,Underperform
31,2003-12-07 10:36:10,1070822170.0,aapl,0.072,20.85,0.0,1069.72,0.0,0.0,Underperform
32,2004-02-03 07:33:34,1075822414.0,aapl,0.07,22.32,7.05035971223021,1136.03,6.198818382380431,0.8515413298497796,Outperform
33,2004-06-03 01:20:38,1086250838.0,aapl,0.0,28.92,38.705035971223026,1116.64,4.386194518191683,34.31884145303134,Outperform
34,2004-08-10 02:02:44,1092128564.0,aapl,0.0,30.3,45.32374100719424,1079.04,0.8712560296152204,44.452484977579026,Outperform
35,2004-10-12 05:40:57,1097584857.0,aapl,0.0,38.59,85.08393285371703,1121.84,4.87230303256926,80.21162982114777,Outperform
36,2004-12-04 14:16:51,1102198611.0,aapl,0.0,62.68,200.62350119904076,1191.37,11.372134764237357,189.2513664348034,Outperform
37,2005-01-26 15:16:47,1106781407.0,aapl,0.0,71.94,245.03597122302153,1174.07,9.75488912986575,235.2810820931558,Outperform
38,2005-02-04 03:07:08,1107515228.0,aapl,0.0,77.81,273.18944844124695,1203.03,12.462139625322509,260.72730881592446,Outperform
39,2005-03-01 10:36:03,1109702163.0,aapl,0.0,44.86,115.15587529976017,1210.41,13.152039786112258,102.00383551364791,Outperform
40,2005-12-17 11:55:53,1134849353.0,aapl,0.0,71.11,241.05515587529976,1272.74,18.97879819018061,222.07635768511915,Outperform
41,2006-01-25 09:43:52,1138211032.0,aapl,0.0,76.04,264.70023980815347,1264.68,18.22532999289534,246.47490981525812,Outperform
42,2003-10-26 16:06:32,1067209592.0,abc,0.592,57.01,0.0,1033.77,0.0,0.0,Underperform
43,2004-01-28 07:37:34,1075304254.0,abc,0.429,56.36,-1.14015085072794,1128.48,9.16161235090978,-10.30176320163772,Underperform
44,2004-05-16 19:24:15,1084760655.0,abc,0.412,58.97,3.4379933345027203,1096.44,6.062276908790164,-2.6242835742874435,Underperform
45,2004-10-20 01:31:26,1098261086.0,abc,0.331,52.1,-8.612524118575683,1103.66,6.760691449742215,-15.373215568317898,Underperform
46,2005-01-08 07:45:42,1105199142.0,abc,0.332,57.9,1.5611296263813377,1183.74,14.507095388722831,-12.945965762341494,Underperform
47,2005-03-30 19:52:42,1112237562.0,abc,0.291,55.44,-2.753902824065954,1181.41,14.281706762626126,-17.03560958669208,Underperform
48,2005-05-26 01:50:44,1117097444.0,abc,0.23,65.93,15.646377828451167,1197.62,15.84975381371097,-0.20337598525980383,Underperform
49,2005-12-04 08:46:13,1133714773.0,abc,0.223,79.46,39.379056305911234,1264.67,22.3357226462366,17.043333659674634,Outperform
50,2007-02-20 06:12:02,1171980722.0,abc,0.308,54.9,-3.701105069286089,1459.68,41.19968658405642,-44.90079165334251,Underperform
51,2007-04-05 16:11:07,1175814667.0,abc,0.308,53.94,-5.385020171899668,1443.76,39.65969219458874,-45.04471236648841,Underperform
52,2008-01-23 20:34:05,1201149245.0,abc,0.396,45.55,-20.101736537449572,1338.6,29.48721669230099,-49.58895322975056,Underperform
53,2004-09-20 13:31:02,1095712262.0,abt,0.543,42.92,0.0,1122.2,0.0,0.0,Underperform
54,2004-10-23 22:48:08,1098596888.0,abt,0.543,40.86,-4.7996272134203215,1103.66,-1.652111923008373,-3.1475152904119486,Underperform
55,2005-01-25 12:44:11,1106685851.0,abt,0.508,45.93,7.013047530288905,1168.41,4.117804312956695,2.89524321733221,Outperform
56,2005-02-28 19:21:54,1109647314.0,abt,0.508,45.61,6.267474370922642,1203.6,7.253608982356073,-0.9861346114334308,Underperform
57,2006-06-17 18:01:01,1150592461.0,abt,0.436,42.78,-0.3261882572227413,1230.04,9.609695241489922,-9.935883498712663,Underperform
58,2006-07-18 12:32:14,1153251134.0,abt,0.436,44.48,3.63466915191052,1236.86,10.21743004811975,-6.58276089620923,Underperform
59,2007-01-13 21:19:42,1168751982.0,abt,0.604,50.45,17.544268406337373,1414.85,26.07823917305292,-8.533970766715548,Underperform
60,2007-03-23 02:47:40,1174643260.0,abt,0.883,54.5,26.980428704566627,1436.11,27.97273213330956,-0.9923034287429324,Underperform
61,2007-04-10 20:13:09,1176261189.0,abt,0.883,57.11,33.06150978564771,1448.39,29.067011227945112,3.9944985577025953,Outperform
62,2007-06-03 02:36:35,1180863395.0,abt,0.871,56.3,31.174277726001854,1530.62,36.39458207093208,-5.220304344930227,Underperform
63,2008-01-23 23:41:45,1201160505.0,abt,0.784,57.97,35.06523765144454,1338.6,19.28355016931027,15.78168748213427,Outperform
64,2008-04-28 03:46:55,1209379615.0,abt,0.687,51.28,19.478098788443614,1396.37,24.431473890572075,-4.9533751021284615,Underperform
65,2008-10-23 21:57:42,1224824262.0,abt,0.732,55.02,28.191985088536814,908.11,-19.077704509000178,47.269689597536996,Outperform
66,2008-12-25 05:30:56,1230211856.0,abt,0.546,52.65,22.67008387698042,871.63,-22.32846194974158,44.998545826722,Outperform
67,2004-08-16 22:53:27,1092722007.0,ace,0.26,39.1,0.0,1079.34,0.0,0.0,Underperform
68,2004-10-10 11:27:42,1097432862.0,ace,0.26,41.04,4.961636828644496,1130.65,4.753831044897824,0.20780578374667158,Outperform
69,2005-01-13 13:27:29,1105651649.0,ace,0.21,42.76,9.360613810741679,1177.45,9.089814145681633,0.2707996650600464,Outperform
70,2007-02-20 18:32:05,1172025125.0,ace,0.171,58.6,49.87212276214834,1459.68,35.23820112290846,14.63392163923988,Outperform
71,2007-04-05 15:54:06,1175813646.0,ace,0.171,57.24,46.39386189258312,1443.76,33.76322567494952,12.630636217633601,Outperform
72,2008-01-23 21:48:58,1201153738.0,ace,0.154,59.98,53.40153452685421,1338.6,24.02023458780366,29.381299939050553,Outperform
73,2003-12-15 23:12:24,1071558744.0,aci,1.074,30.78,0.0,1068.04,0.0,0.0,Underperform
74,2005-01-24 04:33:07,1106569987.0,aci,1.18,34.52,12.150747238466543,1163.75,8.96127485861953,3.189472379847013,Outperform
75,2005-02-05 03:36:51,1107603411.0,aci,1.18,38.4,24.75633528265106,1193.19,11.71772592786788,13.038609354783182,Outperform
76,2005-03-30 06:50:28,1112190628.0,aci,0.936,41.15,33.69070825211175,1181.41,10.614770982360222,23.075937269751527,Outperform
77,2006-05-24 04:17:01,1148469421.0,aci,0.854,46.39,50.71474983755685,1258.57,17.839219504887456,32.8755303326694,Outperform
78,2007-03-11 21:41:07,1173674467.0,aci,0.86,30.08,-2.274204028590003,1401.89,31.258192577057052,-33.53239660564706,Underperform
79,2007-04-07 18:52:27,1175997147.0,aci,0.86,33.93,10.233918128654967,1439.37,34.76742444103216,-24.533506312377195,Underperform
80,2008-03-02 17:50:27,1204509027.0,aci,0.851,51.09,65.98440545808968,1367.68,28.055129021384978,37.929276436704704,Outperform
81,2008-06-05 02:23:56,1212657836.0,aci,0.899,67.52,119.3632228719948,1404.05,31.4604321935508,87.90279067844399,Outperform
82,2008-10-08 20:51:28,1223524288.0,aci,0.772,25.11,-18.421052631578952,984.94,-7.78060746788509,-10.640445163693862,Underperform
83,2008-12-05 05:35:57,1228484157.0,aci,0.767,11.93,-61.241065627030544,876.07,-17.974045915883295,-43.26701971114725,Underperform
84,2003-11-08 10:24:47,1068315887.0,acn,0.076,25.05,0.0,1051.81,0.0,0.0,Underperform
85,2004-12-10 06:26:24,1102688784.0,acn,0.023,26.2,4.590818363273447,1188.0,12.948156035785937,-8.35733767251249,Underperform
86,2005-02-10 03:10:56,1108033856.0,acn,0.023,25.51,1.8363273453093847,1197.01,13.804774626596064,-11.968447281286679,Underperform
87,2005-04-04 05:07:40,1112616460.0,acn,0.023,24.44,-2.43512974051896,1176.12,11.818674475428068,-14.253804215947028,Underperform
88,2005-09-04 02:06:58,1125824818.0,acn,0.04,25.31,1.037924151696599,1221.59,16.141698595753983,-15.103774444057384,Underperform
89,2006-06-03 23:44:14,1149403454.0,acn,0.045,27.89,11.337325349301395,1270.09,20.752797558494404,-9.415472209193009,Underperform
90,2006-08-22 00:50:41,1156233041.0,acn,0.034,28.57,14.051896207584827,1298.82,23.484279480134244,-9.432383272549417,Underperform
91,2006-08-22 06:44:05,1156254245.0,acn,0.034,28.57,14.051896207584827,1298.82,23.484279480134244,-9.432383272549417,Underperform
92,2006-08-27 03:22:58,1156674178.0,acn,0.034,28.36,13.21357285429141,1296.06,23.22187467318242,-10.00830181889101,Underperform
93,2006-11-02 16:40:55,1162510855.0,acn,0.027,32.96,31.57684630738523,1367.34,29.99876403532957,1.57808227205566,Outperform
94,2006-11-11 01:01:42,1163235702.0,acn,0.027,33.87,35.20958083832334,1385.72,31.74622793090008,3.4633529074232605,Outperform
95,2006-12-03 00:17:12,1165133832.0,acn,0.027,33.81,34.970059880239525,1400.63,33.163784333672446,1.806275546567079,Outperform
96,2007-03-14 19:10:39,1173924639.0,acn,0.018,35.39,41.27744510978044,1387.17,31.884085528755207,9.39335958102523,Outperform
97,2007-05-05 07:47:14,1178376434.0,acn,0.015,39.1,56.087824351297414,1495.92,42.223405367889654,13.86441898340776,Outperform
98,2007-06-05 04:17:34,1181042254.0,acn,0.015,41.24,64.63073852295409,1530.95,45.55385478365866,19.076883739295432,Outperform
99,2007-07-06 07:06:36,1183730796.0,acn,0.015,42.81,70.89820359281438,1530.44,45.50536693889582,25.392836653918565,Outperform
100,2008-04-07 01:42:51,1207557771.0,acn,0.004,36.77,46.78642714570859,1372.54,30.493149903499685,16.29327724220891,Outperform
101,2008-10-18 23:21:07,1224397267.0,acn,0.003,31.4,25.349301397205583,907.84,-13.687833353932739,39.037134751138325,Outperform
102,2008-12-02 16:28:13,1228264093.0,acn,0.003,29.98,19.68063872255489,848.81,-19.300063699717633,38.98070242227252,Outperform
103,2008-12-21 20:10:46,1229919046.0,acn,0.001,32.21,28.582834331337324,885.28,-15.83270742814767,44.415541759484995,Outperform
104,2004-01-25 05:32:05,1075037525.0,adbe,0.0,38.04,0.0,1143.94,0.0,0.0,Underperform
105,2004-08-21 23:10:00,1093155000.0,adbe,0.0,46.09,21.16193480546794,1095.17,-4.2633354896235796,25.42527029509152,Outperform
106,2004-11-12 17:19:37,1100308777.0,adbe,0.0,58.1,52.733964248159836,1184.17,3.516792838785252,49.217171409374586,Outperform
107,2005-02-07 16:20:07,1107822007.0,adbe,0.0,63.67,67.3764458464774,1201.72,5.050964211409687,62.32548163506771,Outperform
108,2005-04-05 04:12:22,1112699542.0,adbe,0.0,66.58,75.02628811777076,1181.39,3.2737730999877654,71.752515017783,Outperform
109,2005-08-31 10:51:30,1125510690.0,adbe,0.0,27.12,-28.706624605678225,1220.33,6.677797786597188,-35.38442239227541,Underperform
110,2008-12-04 14:30:57,1228429857.0,adbe,0.08,22.54,-40.7465825446898,845.22,-26.113257688340298,-14.633324856349503,Underperform
111,2008-12-05 00:15:55,1228464955.0,adbe,0.08,20.44,-46.267087276550996,876.07,-23.416437925066,-22.850649351484996,Underperform
112,2008-12-17 11:42:55,1229542975.0,adbe,0.08,22.32,-41.32492113564668,904.42,-20.93816109236499,-20.386760043281694,Underperform
113,2008-12-20 21:49:14,1229838554.0,adbe,0.079,22.13,-41.824395373291274,904.42,-20.93816109236499,-20.886234280926285,Underperform
114,2004-01-20 06:29:18,1074608958.0,adi,0.0,50.5,0.0,1138.77,0.0,0.0,Underperform
115,2004-05-12 18:46:27,1084412787.0,adi,0.0,45.04,-10.811881188118813,1097.28,-3.643404726151902,-7.168476461966911,Underperform
116,2004-06-22 09:09:13,1087920553.0,adi,0.0,45.03,-10.831683168316829,1134.41,-0.38286923610561396,-10.448813932211214,Underperform
117,2004-08-10 02:07:28,1092128848.0,adi,0.0,35.92,-28.87128712871287,1079.04,-5.245132906557076,-23.62615422215579,Underperform
118,2004-11-11 09:56:15,1100195775.0,adi,0.0,38.5,-23.762376237623762,1173.48,3.0480255011986648,-26.810401738822428,Underperform
119,2005-01-24 03:34:28,1106566468.0,adi,0.0,34.47,-31.742574257425744,1163.75,2.1935948435592807,-33.936169100985026,Underperform
120,2005-03-17 01:05:45,1111046745.0,adi,0.0,35.92,-28.87128712871287,1190.21,4.517154473686526,-33.388441602399396,Underperform
121,2005-04-08 23:33:20,1113028400.0,adi,0.0,35.67,-29.366336633663366,1181.2,3.725949928431559,-33.09228656209493,Underperform
122,2005-09-07 23:00:53,1126159253.0,adi,0.0,36.88,-26.970297029702966,1236.36,8.569772649437544,-35.54006967914051,Underperform
123,2005-10-31 08:19:48,1130771988.0,adi,0.0,34.61,-31.465346534653467,1207.01,5.992430429322867,-37.457776963976336,Underperform
124,2003-11-12 17:41:28,1068687688.0,adm,0.733,14.48,0.0,1058.53,0.0,0.0,Underperform
125,2004-01-31 04:11:22,1075551082.0,adm,0.703,15.66,8.149171270718229,1128.48,6.608220834553584,1.5409504361646453,Outperform
126,2004-04-14 16:44:25,1081986265.0,adm,0.789,16.81,16.091160220994464,1128.17,6.578934938074508,9.512225282919957,Outperform
127,2004-06-19 13:33:48,1087677228.0,adm,0.848,16.28,12.43093922651934,1133.56,7.088131654275267,5.342807572244074,Outperform
128,2004-11-30 07:08:52,1101827332.0,adm,0.613,21.23,46.61602209944751,1173.82,10.891519371203458,35.724502728244055,Outperform
129,2005-01-26 00:58:06,1106729886.0,adm,0.613,22.65,56.42265193370164,1174.07,10.915137029654328,45.50751490404731,Outperform
130,2005-02-08 21:21:16,1107926476.0,adm,0.613,23.71,63.74309392265194,1202.3,13.582043021926632,50.16105090072531,Outperform
131,2005-02-14 20:39:46,1108442386.0,adm,0.528,24.5,69.1988950276243,1206.14,13.944810255732017,55.25408477189229,Outperform
132,2007-02-20 08:05:08,1171987508.0,adm,0.541,35.88,147.79005524861878,1459.68,37.89689475026689,109.8931604983519,Outperform
133,2007-03-07 08:11:55,1173283915.0,adm,0.541,32.96,127.62430939226519,1391.97,31.50028813543311,96.12402125683208,Outperform
134,2007-04-09 12:40:37,1176147637.0,adm,0.541,37.02,155.66298342541438,1444.61,36.4732222988484,119.18976112656598,Outperform
135,2007-06-18 03:24:32,1182162272.0,adm,0.597,34.57,138.74309392265195,1531.05,44.6392638848214,94.10383003783055,Outperform
136,2007-06-19 05:10:54,1182255054.0,adm,0.597,34.75,139.98618784530385,1533.7,44.88961106440064,95.0965767809032,Outperform
137,2007-10-12 05:57:34,1192193854.0,adm,0.47,34.9,141.0220994475138,1561.8,47.54423587427848,93.47786357323531,Outperform
138,2008-01-23 23:14:44,1201158884.0,adm,0.62,40.85,182.11325966850828,1338.6,26.458390409341252,155.65486925916701,Outperform
139,2009-01-09 16:47:55,1231548475.0,adm,0.628,27.94,92.95580110497238,890.35,-15.888071193069631,108.84387229804202,Outperform
140,2004-05-12 18:03:39,1084410219.0,adp,0.015,45.7,0.0,1097.28,0.0,0.0,Underperform
141,2006-05-29 06:22:46,1148908966.0,adp,0.012,45.98,0.6126914660831378,1280.16,16.66666666666668,-16.05397520058354,Underperform
142,2006-06-27 09:26:37,1151425597.0,adp,0.012,44.48,-2.6695842450765994,1239.2,12.933799941673966,-15.603384186750565,Underperform
143,2007-02-20 18:32:39,1172025159.0,adp,0.012,50.7,10.940919037199125,1459.68,33.02712160979878,-22.08620257259966,Underperform
144,2007-04-28 09:46:50,1177778810.0,adp,0.012,45.17,-1.1597374179431095,1495.42,36.28426655001459,-37.444003967957705,Underperform
145,2007-05-28 15:46:58,1180392418.0,adp,0.007,49.23,7.724288840262568,1515.73,38.13520705745116,-30.410918217188595,Underperform
146,2007-06-30 05:05:33,1183205133.0,adp,0.007,48.47,6.061269146608305,1506.34,37.279454651501894,-31.21818550489359,Underperform
147,2007-10-22 09:12:40,1193069560.0,adp,0.008,47.52,3.982494529540482,1506.33,37.27854330708661,-33.296048777546126,Underperform
148,2008-01-23 19:35:35,1201145735.0,adp,0.078,38.56,-15.62363238512035,1338.6,21.992563429571298,-37.61619581469165,Underperform
149,2008-12-07 07:53:01,1228665181.0,adp,0.288,37.59,-17.746170678336977,845.22,-22.971347331583548,5.225176653246571,Outperform
150,2003-10-03 16:48:40,1065224920.0,adsk,0.0,18.44,0.0,1029.85,0.0,0.0,Underperform
151,2004-06-20 07:36:21,1087742181.0,adsk,0.0,39.4,113.66594360086766,1132.05,9.923775307083561,103.7421682937841,Outperform
152,2004-08-03 23:39:21,1091601561.0,adsk,0.0,39.96,116.70281995661604,1099.69,6.7815701315725745,109.92124982504346,Outperform
153,2005-02-25 15:10:44,1109373044.0,adsk,0.0,29.83,61.767895878524925,1211.37,17.62586784483177,44.14202803369315,Outperform
154,2005-04-19 09:08:08,1113926888.0,adsk,0.0,31.69,71.85466377440348,1152.78,11.93668980919552,59.917973965207956,Outperform
155,2004-09-24 17:33:50,1096072430.0,aee,0.804,46.07,0.0,1110.11,0.0,0.0,Underperform
156,2004-11-02 15:30:15,1099434615.0,aee,0.804,48.01,4.210983286303446,1130.56,1.8421597859671606,2.368823500336286,Outperform
157,2005-03-05 21:55:16,1110088516.0,aee,0.974,51.83,12.502713262426738,1210.08,9.005413877903996,3.4972993845227425,Outperform
158,2005-12-16 06:43:01,1134744181.0,aee,0.863,52.32,13.566312133709571,1267.32,14.161659655349473,-0.5953475216399013,Underperform
159,2006-01-10 11:29:29,1136921369.0,aee,0.863,51.66,12.133709572389833,1289.69,16.17677527452236,-4.043065702132527,Underperform
160,2007-02-20 06:12:12,1171980732.0,aee,0.965,53.51,16.14933796396787,1459.68,31.489672194647394,-15.340334230679524,Underperform
161,2007-12-15 01:09:10,1197709750.0,aee,1.02,53.77,16.7136965487302,1486.59,33.913756294421276,-17.200059745691075,Underperform
162,2008-01-23 19:17:07,1201144627.0,aee,1.02,46.34,0.5860646841762603,1338.6,20.582644963111765,-19.996580278935504,Underperform
163,2008-12-08 10:59:42,1228762782.0,aeo,0.054,9.73,0.0,909.7,0.0,0.0,Underperform
164,2009-01-12 14:36:10,1231799770.0,aeo,0.054,10.13,4.110996916752316,870.26,-4.33549521820381,8.446492134956125,Outperform
165,2004-08-03 23:58:46,1091602726.0,aep,1.754,31.64,0.0,1099.69,0.0,0.0,Underperform
166,2004-10-10 13:54:05,1097441645.0,aep,1.739,32.38,2.3388116308470353,1130.65,2.8153388682265033,-0.476527237379468,Underperform
167,2005-04-04 22:37:45,1112679465.0,aep,1.435,33.96,7.332490518331227,1176.12,6.950140494139243,0.38235002419198416,Outperform
168,2007-03-07 02:53:36,1173264816.0,aep,1.342,45.33,43.26801517067003,1391.97,26.578399367094356,16.689615803575677,Outperform
169,2007-04-10 20:12:53,1176261173.0,aep,1.457,49.34,55.94184576485463,1448.39,31.70893615473452,24.232909610120107,Outperform
170,2008-01-23 20:30:47,1201149047.0,aep,1.55,43.82,38.49557522123894,1338.6,21.72521346925041,16.770361751988528,Outperform
171,2003-10-03 17:23:47,1065227027.0,aes,101.18,7.96,0.0,1029.85,0.0,0.0,Underperform
172,2003-12-15 21:31:38,1071552698.0,aes,29.748,8.39,5.402010050251263,1068.04,3.7083070350051033,1.69370301524616,Outperform
173,2004-08-04 00:04:30,1091603070.0,aes,15.619,9.66,21.356783919597994,1098.63,6.678642520755469,14.678141398842525,Outperform
174,2004-10-26 04:29:14,1098790154.0,aes,15.619,11.05,38.819095477386945,1111.09,7.888527455454679,30.930568021932267,Outperform
175,2004-12-05 09:19:07,1102267147.0,aes,12.944,12.42,56.03015075376885,1190.33,15.582851871631794,40.447298882137055,Outperform
176,2005-02-18 08:12:43,1108743163.0,aes,10.698,16.48,107.03517587939697,1201.59,16.676214982764485,90.35896089663248,Outperform
177,2007-02-19 02:26:15,1171880775.0,aes,6.513,22.3,180.15075376884423,1455.54,41.335145895033264,138.81560787381096,Outperform
178,2007-04-11 05:09:29,1176293369.0,aes,6.513,22.42,181.65829145728645,1438.87,39.71646356265476,141.9418278946317,Outperform
179,2008-01-23 21:05:49,1201151149.0,aes,5.378,17.9,124.87437185929646,1338.6,29.980094188474055,94.8942776708224,Outperform
180,2008-04-23 21:50:03,1209012603.0,aes,5.687,17.63,121.48241206030148,1379.93,33.993299995144945,87.48911206515655,Outperform
181,2004-02-15 08:22:54,1076862174.0,aet,0.211,77.5,0.0,1152.11,0.0,0.0,Underperform
182,2004-08-03 20:44:23,1091591063.0,aet,0.193,86.6,11.74193548387096,1099.69,-4.549912768746027,16.291848252616987,Outperform
183,2004-11-30 04:45:36,1101818736.0,aet,0.178,118.21,52.52903225806451,1173.82,1.8843686800739545,50.644663577990556,Outperform
184,2005-02-04 06:20:07,1107526807.0,aet,0.178,130.85,68.83870967741935,1203.03,4.419716867313023,64.41899281010632,Outperform
185,2005-04-08 02:12:37,1112951557.0,aet,0.177,76.32,-1.522580645161299,1181.2,2.5249325151244366,-4.047513160285735,Underperform
186,2005-09-23 17:26:49,1127521609.0,aet,0.17,82.71,6.7225806451612815,1215.29,5.4838513683589305,1.238729276802351,Outperform
187,2006-01-11 03:31:09,1136979069.0,aet,0.172,92.65,19.5483870967742,1294.18,12.331287811059722,7.217099285714477,Outperform
188,2007-01-25 23:46:33,1169797593.0,aet,0.253,41.1,-46.96774193548387,1423.9,23.590629366987546,-70.55837130247141,Underperform
189,2007-02-20 08:05:18,1171987518.0,aet,0.253,45.61,-41.148387096774194,1459.68,26.69623560250325,-67.84462269927744,Underperform
190,2007-04-06 18:34:03,1175909643.0,aet,0.272,45.0,-41.935483870967744,1437.77,24.79450746890489,-66.72999133987264,Underperform
191,2008-01-23 22:12:23,1201155143.0,aet,0.31,54.11,-30.180645161290325,1338.6,16.18682243882963,-46.36746760011995,Underperform
192,2008-02-22 22:13:00,1203747180.0,aet,0.31,50.13,-35.31612903225806,1353.11,17.44625079202507,-52.76237982428313,Underperform
193,2008-11-01 10:58:06,1225562286.0,aet,0.389,24.87,-67.90967741935484,930.09,-19.270729357439816,-48.638948061915016,Underperform
194,2003-10-03 17:29:50,1065227390.0,afl,0.173,33.43,0.0,1029.85,0.0,0.0,Underperform
195,2003-12-07 12:26:30,1070828790.0,afl,0.206,35.47,6.102303320370922,1069.72,3.8714375879982637,2.230865732372658,Outperform
196,2004-06-27 21:50:24,1088398224.0,afl,0.203,40.4,20.849536344600654,1140.65,10.758848375977102,10.090687968623552,Outperform
197,2004-08-29 05:10:22,1093781422.0,afl,0.226,39.99,19.62309303021239,1105.09,7.305918337621985,12.317174692590406,Outperform
198,2005-01-25 00:35:34,1106642134.0,afl,0.189,39.58,18.396649715824108,1168.41,13.4543865611497,4.942263154674407,Outperform
199,2005-03-17 18:20:48,1111108848.0,afl,0.189,38.22,14.328447502243492,1190.21,15.57119968927515,-1.242752187031659,Underperform
200,2005-04-06 19:09:19,1112839759.0,afl,0.189,37.0,10.679030810649119,1184.07,14.97499635869302,-4.295965548043901,Underperform
201,2005-08-28 22:41:53,1125294113.0,afl,0.162,43.93,31.40891414896799,1212.37,17.722969364470554,13.685944784497437,Outperform
202,2006-05-28 02:32:55,1148808775.0,afl,0.185,46.78,39.93419084654503,1272.88,23.598582317813296,16.335608528731733,Outperform
203,2007-02-20 18:32:53,1172025173.0,afl,0.171,48.45,44.92970385880946,1459.68,41.73714618633784,3.1925576724716223,Outperform
204,2007-04-08 10:16:28,1176052588.0,afl,0.171,47.92,43.34430152557584,1443.76,40.191289993688414,3.1530115318874223,Outperform
205,2008-01-23 12:52:38,1201121558.0,afl,0.172,61.31,83.39814537840265,1338.6,29.980094188474055,53.41805118992859,Outperform
206,2009-01-29 12:02:15,1233259335.0,afl,0.241,25.06,-25.037391564463064,845.14,-17.93562169247948,-7.101769871983585,Underperform
