,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
192,N/A,N/A,stz,N/A,N/A,N/A,N/A,N/A,130.37,30.24,3.77,3.99,13.11,25.98,6.61,1.5,31.10,22780000000.0,30060000000.0,24.28,1.83,5.04,17.22,5.04,1990000000.0,1.5,781900000.0,3.89,5.30,6.80,71400000.0,0.37,7350000000.0,2.43,29.14,117.75,1.5,5.04,87.10,2790000.0,3.10,1.80,2530000.0,N/A
193,N/A,N/A,swn,N/A,N/A,N/A,N/A,N/A,149.55,9.18,1.99,1.73,22.88,37.64,8.27,1.5,11.49,8460000000.000001,15380000000.0,17.29,3.71,3.81,6.25,3.81,3610000000.0,1.5,924000000.0,2.62,115.20,6.10,53000000.0,0.15,6970000000.0,0.21,13.24,24.04,1.5,6.11,85.90,45040000.0,5.10,14.40,45330000.0,N/A
194,N/A,N/A,syk,N/A,N/A,N/A,N/A,N/A,46.22,68.00,3.57,4.01,5.32,23.01,8.32,1.5,25.56,34510000000.0,33479999999.999996,16.63,2.14,3.46,12.86,3.46,6380000000.0,1.5,515000000.0,1.34,32.60,6.10,5000000000.0,13.20,3970000000.0,2.17,22.74,91.12,1.5,13.27,72.00,3370000.0,2.60,1.00,3720000.0,N/A
195,N/A,N/A,tdc,N/A,N/A,N/A,N/A,N/A,27.42,18.87,2.35,3.81,13.43,18.41,10.10,1.5,17.59,6420000000.0,6050000000.0,15.16,2.28,2.22,10.07,2.22,1480000000.0,1.5,367000000.0,2.33,5.40,1.00,834000000.0,5.71,468000000.0,1.58,11.54,43.97,1.5,0.46,103.40,23210000.0,15.10,15.80,25120000.0,N/A
196,N/A,N/A,te,N/A,N/A,N/A,N/A,N/A,146.33,33.86,1.79,1.78,5.08,19.69,3.91,1.5,11.50,4630000000.0,8369999999.999999,16.50,1.92,3.26,9.88,3.26,1020000000.0,1.5,205700000.0,0.58,74.30,23.70,25400000.0,0.11,3770000000.0,0.69,10.96,19.64,1.5,1.14,55.30,7250000.0,3.60,3.10,7600000.0,N/A
197,N/A,N/A,tel,N/A,N/A,N/A,N/A,N/A,46.05,15.48,2.05,3.16,13.52,15.71,7.15,1.5,34.36,28710000000.0,32060000000.000004,15.33,1.12,2.28,11.25,2.28,4690000000.0,1.5,1910000000.0,4.57,33.70,4.20,868000000.0,2.14,4219999999.9999995,1.56,22.52,70.67,1.5,0.20,92.10,2580000.0,1.60,0.60,1330000.0,N/A
198,N/A,N/A,tjx,N/A,N/A,N/A,N/A,N/A,39.51,22.01,1.65,11.25,7.62,12.40,21.14,1.5,41.98,48240000000.0,46290000000.0,18.63,1.99,1.59,11.03,1.59,7820000000.0,1.5,2220000000.0,3.15,11.30,6.30,2780000000.0,4.06,1680000000.0,1.71,6.13,69.32,1.5,0.65,91.90,5590000.0,1.60,0.90,4260000.0,N/A
199,N/A,N/A,tmo,N/A,N/A,N/A,N/A,N/A,70.90,28.28,3.10,2.57,11.22,13.53,3.82,1.5,42.42,52820000000.0,66030000000.0,16.23,1.79,3.91,16.64,3.91,7490000000.0,1.5,1900000000.0,4.71,75.70,29.60,1350000000.0,3.41,14570000000.0,1.22,51.31,133.11,1.5,0.15,92.20,3180000.0,2.20,0.80,2850000.0,N/A
200,N/A,N/A,trip,N/A,N/A,N/A,N/A,N/A,30.04,53.23,9.45,10.46,18.14,27.61,12.53,1.5,8.73,11790000000.0,11570000000.0,28.35,1.52,9.28,30.85,9.28,1210000000.0,1.5,226000000.0,1.55,80.00,35.20,563000000.0,3.94,338000000.0,1.96,7.87,82.50,1.5,14.55,93.40,11310000.0,4.50,13.60,12750000.0,N/A
201,N/A,N/A,trv,N/A,N/A,N/A,N/A,N/A,25.56,10.07,1.27,1.39,13.59,20.09,3.30,1.5,80.17,34620000000.0,36340000000.0,11.16,2.06,1.34,5.75,1.34,13290000000.0,1.5,3660000000.0,10.70,5.10,0.70,4740000000.0,14.74,6350000000.0,0.40,77.08,107.74,1.5,0.31,85.50,9980000.0,5.20,2.90,9320000.0,N/A
202,N/A,N/A,tss,N/A,N/A,N/A,N/A,N/A,84.55,22.17,2.87,4.15,13.20,17.77,7.33,1.5,13.28,7060000000.0,8220000000.000001,15.70,1.46,3.36,14.50,3.36,777980000.0,1.5,270910000.0,1.72,21.60,8.90,289180000.0,1.56,1460000000.0,2.33,9.15,38.14,1.5,3.04,75.00,3030000.0,4.20,1.90,3100000.0,N/A
203,N/A,N/A,twc,N/A,N/A,N/A,N/A,N/A,296.08,21.59,1.87,5.32,8.90,21.30,6.28,1.5,81.68,43490000000.0,66519999999.99999,17.47,1.36,2.92,8.41,2.92,15990000000.0,1.5,2009999999.9999998,7.17,2.60,3.80,708000000.0,2.52,23740000000.0,0.52,28.54,154.81,1.5,0.10,88.00,6150000.0,2.60,2.20,5210000.0,N/A
204,N/A,N/A,txn,N/A,N/A,N/A,N/A,N/A,44.68,22.05,4.54,5.70,21.63,29.92,13.31,1.5,12.25,59390000000.0,60490000000.0,17.67,1.95,4.64,11.92,4.64,7430000000.0,1.5,2780000000.0,2.57,61.40,8.00,3540000000.0,3.38,4640000000.0,2.92,9.93,56.72,1.5,0.30,87.50,18360000.0,4.10,2.10,17390000.0,N/A
205,N/A,N/A,tyc,N/A,N/A,N/A,N/A,N/A,34.02,11.33,1.75,4.27,16.75,6.98,3.88,1.5,23.26,18200000000.0,19120000000.0,16.54,1.48,1.85,17.72,1.85,3780000000.0,1.5,711000000.0,3.82,40.00,0.60,538000000.0,1.28,1460000000.0,1.17,10.09,43.33,1.5,0.41,94.30,2770000.0,1.30,0.70,2690000.0,N/A
206,N/A,N/A,ua,N/A,N/A,N/A,N/A,N/A,21.09,83.59,5.47,12.48,6.75,11.48,12.05,1.5,14.47,16989999999.999998,16680000000.0,55.15,3.07,5.41,39.15,5.41,1510000000.0,1.5,208040000.0,0.95,36.70,31.10,593170000.0,2.77,284800000.0,3.68,6.31,79.41,1.5,0.77,81.00,10810000.0,6.40,6.10,11690000.0,N/A
207,N/A,N/A,unh,N/A,N/A,N/A,N/A,N/A,51.60,20.59,0.86,3.45,4.31,7.87,7.63,1.5,134.23,111930000000.0,120150000000.0,16.74,1.96,0.92,10.60,0.92,37220000000.0,1.5,5620000000.0,5.70,5.80,7.40,9240000000.0,9.68,17460000000.0,0.67,34.02,117.36,1.5,1.56,92.40,10730000.0,3.00,1.10,12010000.0,N/A
208,N/A,N/A,unp,N/A,N/A,N/A,N/A,N/A,54.18,18.63,3.94,4.47,21.59,36.49,10.68,1.5,26.74,94410000000.0,104310000000.0,14.46,1.20,4.35,9.79,4.35,17890000000.0,1.5,5180000000.0,5.75,21.90,9.30,1590000000.0,1.80,11480000000.0,1.24,23.99,107.13,1.5,0.29,82.80,7470000.0,2.20,0.80,6250000.0,N/A
209,N/A,N/A,ups,N/A,N/A,N/A,N/A,N/A,501.85,29.41,1.50,40.85,5.21,8.49,8.62,1.5,63.57,87070000000.0,94610000000.0,16.72,2.00,1.63,13.78,1.63,43470000000.0,1.5,3030000000.0,3.28,61.20,6.10,3280000000.0,3.64,10830000000.0,1.37,2.36,96.47,1.5,0.03,70.90,7900000.0,2.80,1.10,9060000.0,N/A
210,N/A,N/A,utx,N/A,N/A,N/A,N/A,N/A,60.53,17.17,1.62,3.38,9.55,15.28,6.84,1.5,72.47,106260000000.0,120810000000.0,15.19,1.82,1.86,10.19,1.86,17650000000.0,1.5,6220000000.0,6.82,0.70,1.40,5240000000.0,5.77,19790000000.0,1.30,34.32,117.13,1.5,0.11,83.20,27190000.0,7.70,3.40,9370000.0,N/A
211,N/A,N/A,vlo,N/A,N/A,N/A,N/A,N/A,30.06,8.73,0.25,1.58,2.77,4.51,7.95,1.5,248.75,30790000000.0,33490000000.000004,9.55,1.89,0.26,4.41,0.26,12700000000.0,1.5,3690000000.0,6.85,10.30,19.10,3690000000.0,7.17,6390000000.0,1.67,40.20,59.80,1.5,0.50,82.80,16440000.000000002,2.10,3.20,18350000.0,N/A
212,N/A,N/A,vmc,N/A,N/A,N/A,N/A,N/A,48.02,54.64,3.72,2.66,6.84,9.94,2.28,1.5,22.78,11140000000.0,13000000000.0,26.10,4.56,4.34,22.62,4.34,587580000.0,1.5,207150000.0,1.54,318.60,11.00,141270000.0,1.07,2009999999.9999998,2.04,31.66,84.31,1.5,0.28,89.20,3900000.0,3.30,3.50,3190000.0,N/A
213,N/A,N/A,wat,N/A,N/A,N/A,N/A,N/A,77.33,24.50,5.15,5.42,21.70,27.35,9.12,1.5,23.58,10310000000.0,9720000000.0,19.90,2.41,4.89,15.23,4.89,1160000000.0,1.5,431620000.0,5.07,6.90,3.30,2060000000.0,24.76,1470000000.0,4.91,22.79,124.20,1.5,4.15,95.50,2100000.0,5.70,3.00,2120000.0,N/A
214,N/A,N/A,wdc,N/A,N/A,N/A,N/A,N/A,26.15,14.39,1.41,2.36,10.23,12.07,7.53,1.5,65.03,21490000000.0,18720000000.0,10.53,1.57,1.23,6.18,1.23,4360000000.0,1.5,1550000000.0,6.46,1.90,2.10,5140000000.0,22.26,2380000000.0,2.63,39.15,93.00,1.5,5.76,88.30,2520000.0,1.30,1.10,2820000.0,N/A
215,N/A,N/A,wmt,N/A,N/A,N/A,N/A,N/A,58.63,15.99,0.54,3.20,3.37,5.59,8.31,1.5,150.36,260760000000.0,302000000000.0,15.62,3.53,0.62,8.32,0.62,118220000000.0,1.5,16079999999.999998,5.05,12.10,1.40,9140000000.0,2.83,50380000000.0,0.97,25.20,80.73,1.5,51.24,30.40,21050000.0,3.10,1.30,21510000.0,N/A
216,N/A,N/A,wu,N/A,N/A,N/A,N/A,N/A,286.24,13.15,1.91,8.24,15.20,20.88,7.31,1.5,10.51,10900000000.0,12840000000.0,12.30,1.48,2.29,8.90,2.29,2310000000.0,1.5,852400000.0,1.59,27.70,0.80,1790000000.0,3.43,3720000000.0,2.08,2.49,20.91,1.5,0.14,107.90,81730000.0,13.70,17.20,78340000.0,N/A
217,N/A,N/A,x,N/A,N/A,N/A,N/A,N/A,92.05,35.74,0.20,0.91,0.58,5.19,4.46,1.5,120.60,3590000000.0,5740000000.0,11.97,11.87,0.33,3.73,0.33,2049999999.9999998,1.5,102000000.0,0.69,7.40,4.60,1350000000.0,9.30,3500000000.0,1.80,26.07,24.66,1.5,0.69,81.30,45870000.0,5.90,31.60,42780000.0,N/A
218,N/A,N/A,xl,N/A,N/A,N/A,N/A,N/A,14.54,53.74,1.43,0.94,2.85,15.43,1.40,1.5,24.71,9460000000.0,8350000000.0,10.45,2.32,1.27,7.77,1.27,2360000000.0,1.5,188340000.0,0.69,53.60,24.40,2780000000.0,10.89,1660000000.0,0.54,39.32,37.08,1.5,0.31,95.30,15400000.0,5.10,6.00,10720000.0,N/A
219,N/A,N/A,xlnx,N/A,N/A,N/A,N/A,N/A,58.65,17.69,4.51,4.09,27.58,32.37,9.91,1.5,9.11,10990000000.0,9640000000.0,18.53,2.50,3.97,11.20,3.97,1640000000.0,1.5,669620000.0,2.38,4.20,1.10,2920000000.0,11.17,1570000000.0,3.85,10.24,42.06,1.5,0.21,92.60,11610000.0,3.60,4.30,9410000.0,N/A
220,N/A,N/A,xom,N/A,N/A,N/A,N/A,N/A,16.08,11.10,0.96,2.03,8.80,10.49,6.96,1.5,86.28,353610000000.0,378120000000.0,15.73,19.34,1.02,6.75,1.02,127270000000.0,1.5,32520000000.000004,7.60,21.30,23.40,4620000000.0,1.10,29120000000.0,0.82,41.51,84.30,1.5,0.12,51.40,44400000.0,3.20,1.00,42340000.0,N/A
221,N/A,N/A,xyl,N/A,N/A,N/A,N/A,N/A,60.56,19.56,1.65,3.03,8.61,12.49,6.26,1.5,21.39,6520000000.0,7150000000.0,16.80,2.04,1.83,11.33,1.83,1510000000.0,1.5,337000000.0,1.83,41.20,0.90,663000000.0,3.64,1290000000.0,2.32,11.67,35.79,1.5,0.54,91.00,2550000.0,2.70,1.60,2490000.0,N/A
222,N/A,N/A,yhoo,N/A,N/A,N/A,N/A,N/A,3.14,5.93,8.95,1.07,162.87,5.13,0.38,1.5,4.68,41330000000.0,34550000000.0,49.06,4.70,7.48,50.63,7.48,3320000000.0,1.5,7520000000.0,7.45,52.20,1.00,8000000000.0,8.54,1220000000.0,2.14,41.35,44.15,1.5,13.38,61.60,27930000.0,2.20,3.40,27360000.0,N/A
223,N/A,N/A,zmh,N/A,N/A,N/A,N/A,N/A,22.76,27.90,4.22,3.02,15.41,30.35,9.23,1.5,27.65,19860000000.0,19650000000.0,17.35,2.70,4.21,10.99,4.21,3420000000.0,1.5,720100000.0,4.19,33.60,1.40,1700000000.0,9.98,1480000000.0,4.13,38.42,116.92,1.5,0.19,85.30,4390000.0,4.30,2.60,4370000.0,N/A
