,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
62,N/A,N/A,bdx,N/A,N/A,N/A,N/A,N/A,200.12,24.26,3.23,5.40,13.58,19.47,6.75,1.5,43.89,27250000000.0,28600000000.0,16.54,3.40,3.38,13.20,3.38,4300000000.0,1.5,1150000000.0,5.82,12.90,1.80,8790000000.0,45.58,10140000000.0,5.82,26.27,141.23,1.5,0.33,86.70,7510000.0,6.60,3.90,7400000.0,N/A
63,N/A,N/A,ben,N/A,N/A,N/A,N/A,N/A,17.17,13.79,3.78,2.77,27.79,37.81,12.40,1.5,13.56,32080000000.0,24810000000.0,13.09,3.14,2.94,7.65,2.94,8439999999.999999,1.5,2330000000.0,3.74,6.20,2.10,9370000000.0,15.07,2100000000.0,5.93,18.57,51.59,1.5,37.10,50.70,9490000.0,5.10,2.40,9170000.0,N/A
64,N/A,N/A,bf-b,N/A,N/A,N/A,N/A,N/A,49.29,28.92,6.08,9.20,21.92,31.52,14.90,1.5,14.52,19180000000.0,19940000000.0,N/A,N/A,6.46,19.47,6.46,2080000000.0,1.5,676000000.0,3.15,5.10,4.00,250000000.0,1.19,1010000000.0,2.57,9.69,91.08,1.5,N/A,N/A,2600000.0,6.70,2.10,2650000.0,N/A
65,N/A,N/A,bhi,N/A,N/A,N/A,N/A,N/A,22.07,16.27,1.13,1.49,7.00,12.35,6.68,1.5,56.18,27710000000.0,30100000000.0,26.90,1.67,1.23,6.21,1.23,4800000000.0,1.5,1720000000.0,3.92,167.30,13.20,1740000000.0,4.00,4130000000.0,2.60,42.92,63.76,1.5,0.21,92.80,6380000.0,1.60,N/A,6860000.0,N/A
66,N/A,N/A,big,N/A,N/A,N/A,N/A,N/A,7.87,23.82,0.49,3.24,2.21,4.40,8.44,1.5,94.24,2590000000.0,2650000000.0,N/A,2.24,0.51,7.94,0.51,2069999999.9999998,1.5,136660000.0,2.06,11.90,1.40,52260000.0,0.97,62100000.0,1.77,14.93,49.00,1.5,2.01,108.40,7090000.0,6.40,14.70,7620000.0,N/A
67,N/A,N/A,biib,N/A,N/A,N/A,N/A,N/A,5.41,33.34,10.01,8.98,30.25,40.90,18.94,1.5,41.04,96760000000.0,95500000000.0,20.76,1.38,9.85,20.74,9.85,8529999999.999999,1.5,2930000000.0,12.37,93.20,34.30,1850000000.0,7.87,585200000.0,2.11,46.08,412.44,1.5,0.10,92.90,3590000.0,2.80,1.70,3410000.0,N/A
68,N/A,N/A,bk,N/A,N/A,N/A,N/A,N/A,N/A,18.86,2.85,1.25,16.31,31.71,0.70,1.5,13.93,45170000000.0,63140000000.0,13.00,1.79,4.01,N/A,4.01,15650000000.0,1.5,2450000000.0,2.15,56.80,2.30,162010000000.0,145.44,53700000000.0,N/A,32.09,40.55,1.5,0.22,82.40,10770000.0,1.70,1.00,8840000.0,N/A
69,N/A,N/A,bks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.24,1.20,0.31,2.21,2.14,1.5,103.76,1490000000.0,1160000000.0,N/A,N/A,0.19,3.44,0.19,1860000000.0,1.5,7990000.0,0.13,14.10,1.70,326680000.0,5.12,0.00,1.16,19.31,23.36,1.5,34.32,54.80,5890000.0,5.70,12.40,6100000.0,N/A
70,N/A,N/A,blk,N/A,N/A,N/A,N/A,N/A,152.55,19.03,5.46,2.21,29.73,40.38,1.22,1.5,65.87,61160000000.0,63010000000.0,15.78,1.34,5.69,13.26,5.69,10850000000.0,1.5,3290000000.0,19.25,3.30,0.30,40130000000.0,240.39,41980000000.0,1.14,163.95,366.40,1.5,2.28,87.70,1440000.0,2.70,1.10,1570000.0,N/A
71,N/A,N/A,bll,N/A,N/A,N/A,N/A,N/A,255.64,21.33,1.13,9.32,5.48,10.73,7.46,1.5,61.87,9670000000.0,12640000000.0,16.72,1.22,1.48,10.54,1.48,1670000000.0,1.5,470000000.0,3.30,39.00,1.80,191400000.0,1.39,3170000000.0,1.15,7.54,70.38,1.5,1.24,77.60,5410000.0,3.40,4.00,4680000.0,N/A
72,N/A,N/A,bms,N/A,N/A,N/A,N/A,N/A,94.01,24.14,1.03,3.13,4.40,9.43,6.63,1.5,43.35,4440000000.0,5740000000.0,N/A,N/A,1.32,9.90,1.32,859100000.0,1.5,239100000.0,1.89,N/A,N/A,47100000.0,0.48,1350000000.0,2.68,14.59,45.53,1.5,1.02,77.50,3410000.0,3.80,3.50,3950000.0,N/A
73,N/A,N/A,bmy,N/A,N/A,N/A,N/A,N/A,52.29,52.69,6.65,7.11,12.62,20.09,5.51,1.5,9.58,105100000000.0,105500000000.0,27.61,2.28,6.64,26.25,6.64,11950000000.0,1.5,2000000000.0,1.20,98.20,4.10,7440000000.0,4.47,7840000000.0,1.73,8.94,63.23,1.5,0.13,71.80,25890000.0,4.00,1.60,22670000.0,N/A
74,N/A,N/A,brcm,N/A,N/A,N/A,N/A,N/A,17.60,39.10,3.03,2.82,7.74,14.84,6.53,1.5,14.29,25300000000.0,23280000000.0,13.89,1.37,2.76,14.17,2.76,4330000000.0,1.5,652000000.0,1.08,132.10,0.30,3610000000.0,6.02,1590000000.0,3.27,15.11,42.23,1.5,0.37,85.80,6940000.0,1.40,1.30,5040000.0,N/A
75,N/A,N/A,brk-b,N/A,N/A,N/A,N/A,N/A,33.00,17.81,0.00,0.00,10.48,16.29,3.82,1.5,406.81,235730000.0,19470000000.0,N/A,N/A,0.10,0.51,0.10,N/A,1.5,19870000000.0,8.06,16.70,4.70,60980000000.0,112.78,80210000000.0,2.21,149.44,143.56,1.5,N/A,N/A,10550000.0,3.10,0.90,9870000.0,N/A
76,N/A,N/A,bsx,N/A,N/A,N/A,N/A,N/A,66.01,N/A,3.21,3.63,1.63,13.00,3.53,1.5,5.52,23580000000.0,27250000000.0,17.20,1.97,3.73,16.27,3.73,5170000000.0,1.5,119000000.0,0.09,N/A,2.80,590000000.0,0.44,4260000000.0,1.27,4.86,17.72,1.5,0.73,88.30,24560000.0,1.80,2.20,22560000.0,N/A
77,N/A,N/A,btu,N/A,N/A,N/A,N/A,N/A,219.58,N/A,0.19,0.47,11.69,1.89,0.58,1.5,25.12,1340000000.0,7020000000.0,N/A,0.34,1.04,8.96,1.04,1080000000.0,1.5,759800000.0,2.94,N/A,7.40,309200000.0,1.13,5990000000.0,0.92,10.03,4.87,1.5,2.30,80.70,65319999.99999999,7.20,27.10,60790000.0,N/A
78,N/A,N/A,bwa,N/A,N/A,N/A,N/A,N/A,36.31,21.36,1.64,3.76,7.90,12.86,9.44,1.5,36.56,13830000000.0,14380000000.0,N/A,N/A,1.73,10.28,1.73,1760000000.0,1.5,655800000.0,2.86,1.10,5.60,797800000.0,3.52,1340000000.0,1.37,15.97,61.09,1.5,1.47,93.20,5730000.0,3.40,2.50,5130000.0,N/A
79,N/A,N/A,bxp,N/A,N/A,N/A,N/A,N/A,125.96,49.82,8.88,3.89,18.42,33.95,2.55,1.5,15.74,21590000000.0,29910000000.0,23.89,3.31,12.42,20.68,12.42,1530000000.0,1.5,433110000.0,2.83,93.70,6.50,1760000000.0,11.51,10090000000.0,2.40,35.90,140.93,1.5,0.77,103.20,2240000.0,2.80,N/A,2290000.0,N/A
80,N/A,N/A,c,N/A,N/A,N/A,N/A,N/A,N/A,23.58,2.24,0.78,10.44,20.50,0.40,1.5,23.11,157340000000.0,5430000000.0,8.86,0.42,0.08,N/A,0.08,69270000000.0,1.5,6690000000.0,2.20,85.70,0.40,696010000000.0,229.42,524720000000.0,N/A,66.16,51.86,1.5,0.03,70.50,39170000.0,1.80,1.30,38000000.0,N/A
81,N/A,N/A,ca,N/A,N/A,N/A,N/A,N/A,24.37,17.73,3.21,2.46,18.12,28.15,6.86,1.5,10.06,14140000000.0,12850000000.0,12.88,2.26,2.90,9.34,2.90,3860000000.0,1.5,770000000.0,1.80,4.30,3.30,2680000000.0,6.06,1400000000.0,1.34,13.09,31.93,1.5,28.35,62.60,14780000.0,5.90,4.60,13830000.0,N/A
82,N/A,N/A,cab,N/A,N/A,N/A,N/A,N/A,221.57,20.33,1.10,2.20,5.53,9.21,2.99,1.5,51.39,4059999999.9999995,8000000000.0,N/A,N/A,2.19,17.81,2.19,1590000000.0,1.5,201710000.0,2.81,1.90,7.20,93460000.0,1.31,4030000000.0000005,2.80,25.57,57.12,1.5,27.30,82.90,8980000.0,8.10,18.00,8520000.0,N/A
83,N/A,N/A,cag,N/A,N/A,N/A,N/A,N/A,183.19,N/A,0.89,2.82,4.48,9.77,5.59,1.5,41.32,16110000000.0,24380000000.0,16.66,2.06,1.39,10.55,1.39,3720000000.0,1.5,1090000000.0,1.86,N/A,1.80,137300000.0,0.32,8369999999.999999,1.06,13.08,37.82,1.5,0.48,69.30,6240000.0,2.10,1.50,6040000.0,N/A
84,N/A,N/A,cah,N/A,N/A,N/A,N/A,N/A,65.18,27.66,0.31,4.81,1.18,2.13,4.77,1.5,278.72,29580000000.0,30670000000.0,N/A,N/A,0.33,12.57,0.33,5160000000.0,1.5,1100000000.0,3.24,4.00,14.80,2880000000.0,8.73,3980000000.0,1.20,18.49,89.60,1.5,10.35,77.90,3940000.0,2.50,1.30,4000000.0,N/A
85,N/A,N/A,cam,N/A,N/A,N/A,N/A,N/A,56.61,11.46,0.85,1.94,7.81,12.35,5.90,1.5,50.89,8780000000.0,10240000000.0,16.67,0.94,0.99,6.24,0.99,2920000000.0,1.5,785000000.0,3.96,14.50,2.70,1630000000.0,8.39,3080000000.0,1.77,23.36,45.34,1.5,1.03,97.20,6120000.0,2.20,3.20,5530000.0,N/A
86,N/A,N/A,camp,N/A,N/A,N/A,N/A,N/A,0.54,46.36,2.50,4.21,5.41,8.61,7.14,1.5,6.77,599190000.0,563030000.0,14.39,N/A,2.33,19.06,2.33,79930000.0,1.5,13060000.0,0.36,4.40,0.40,36930000.0,1.03,774.00,2.26,4.00,16.69,1.5,4.27,61.00,3770000.0,11.20,10.90,3840000.0,N/A
87,N/A,N/A,cat,N/A,N/A,N/A,N/A,N/A,233.53,13.65,0.87,2.88,6.70,10.52,4.28,1.5,89.41,48640000000.0,81610000000.0,15.95,1.75,1.48,9.10,1.48,14790000000.0,1.5,3700000000.0,5.88,24.50,1.10,6320000000.0,10.42,39290000000.0,1.39,27.63,80.24,1.5,0.25,66.10,30610000.0,6.00,5.50,26560000.0,N/A
88,N/A,N/A,cb,N/A,N/A,N/A,N/A,N/A,20.25,11.76,1.66,1.44,14.94,21.84,3.77,1.5,57.87,23390000000.0,25330000000.0,12.92,3.05,1.80,8.11,1.80,7110000000.0,1.5,2100000000.0,8.62,1.90,0.10,1360000000.0,5.91,3300000000.0,0.49,70.11,101.33,1.5,0.31,83.40,9150000.0,8.20,4.00,8860000.0,N/A
89,N/A,N/A,cbg,N/A,N/A,N/A,N/A,N/A,105.33,26.82,1.40,5.59,5.35,8.21,6.34,1.5,27.37,12660000000.0,14280000000.0,17.44,1.60,1.58,14.16,1.58,999700000.0,1.5,484500000.0,1.45,78.20,24.80,804350000.0,2.47,2420000000.0,1.23,6.94,38.89,1.5,1.28,95.90,2089999.9999999998,1.50,0.70,1990000.0,N/A
90,N/A,N/A,cbs,N/A,N/A,N/A,N/A,N/A,102.53,11.60,2.15,4.34,21.43,21.54,7.37,1.5,25.10,30410000000.0,37130000000.0,N/A,N/A,2.69,11.41,2.69,13810000000.0,1.5,1350000000.0,5.27,12.10,3.10,428000000.0,0.86,7150000000.0,1.39,13.75,61.16,1.5,2.28,88.00,14300000.0,2.20,N/A,14950000.0,N/A
91,N/A,N/A,cce,N/A,N/A,N/A,N/A,N/A,276.17,17.03,1.27,7.43,8.02,13.31,7.61,1.5,33.46,10560000000.0,14290000000.0,15.66,2.60,1.73,10.19,1.73,2970000000.0,1.5,663000000.0,2.63,17.00,5.30,223000000.0,0.95,3950000000.0,0.94,5.99,44.78,1.5,7.88,86.10,2570000.0,0.90,1.10,1790000.0,N/A
92,N/A,N/A,ccl,N/A,N/A,N/A,N/A,N/A,39.14,28.59,2.32,1.52,8.24,10.23,2.58,1.5,20.39,37270000000.0,46180000000.0,14.71,0.92,2.92,14.17,2.92,5480000000.0,1.5,1300000000.0,1.68,N/A,1.50,280000000.0,0.36,9140000000.0,0.19,31.26,47.97,1.5,0.11,26.60,6620000.0,1.40,1.50,6620000.0,N/A
93,N/A,N/A,celg,N/A,N/A,N/A,N/A,N/A,105.37,47.83,11.96,14.05,26.07,35.16,10.97,1.5,9.56,91520000000.0,90840000000.0,18.09,0.93,11.84,29.59,11.84,7280000000.0,1.5,2000000000.0,2.39,186.30,18.80,7550000000.0,9.43,6880000000.0,4.60,8.15,114.31,1.5,0.24,82.10,14540000.0,3.20,1.80,12780000.0,N/A
94,N/A,N/A,cern,N/A,N/A,N/A,N/A,N/A,3.66,48.51,7.55,7.01,15.86,23.04,11.05,1.5,9.68,24930000000.0,23640000000.0,28.76,1.60,7.14,24.57,7.14,2800000000.0,1.5,525429999.99999994,1.50,146.20,16.90,1420000000.0,4.15,130330000.00000001,3.70,10.42,72.77,1.5,11.27,85.60,14450000.0,9.50,4.70,14490000.0,N/A
95,N/A,N/A,cf,N/A,N/A,N/A,N/A,N/A,100.44,10.35,2.87,3.26,29.31,33.74,9.09,1.5,92.64,13420000000.0,16020000000.0,N/A,N/A,3.38,8.04,3.38,1780000000.0,1.5,1390000000.0,27.08,26.90,8.30,2000000000.0,41.68,4590000000.0,2.67,87.10,280.22,1.5,0.41,95.20,1420000.0,2.10,2.70,1560000.0,N/A
96,N/A,N/A,chk,N/A,N/A,N/A,N/A,N/A,63.62,7.80,0.45,0.69,9.15,17.11,5.43,1.5,31.79,9680000000.0,18110000000.0,56.12,8.17,0.86,2.79,0.86,7080000000.0,1.5,1270000000.0,1.87,N/A,11.20,4110000000.0000005,6.19,11580000000.0,1.27,20.87,14.59,1.5,1.24,81.60,110730000.0,4.40,18.70,70340000.0,N/A
97,N/A,N/A,chrw,N/A,N/A,N/A,N/A,N/A,105.54,23.39,0.78,10.07,3.34,5.56,15.55,1.5,91.51,10440000000.0,11410000000.0,18.97,2.48,0.85,14.33,0.85,2009999999.9999998,1.5,449710000.0,3.05,21.50,6.50,128940000.0,0.88,1100000000.0,1.34,7.15,71.33,1.5,0.70,82.90,15030000.0,11.20,10.30,13850000.0,N/A
98,N/A,N/A,ci,N/A,N/A,N/A,N/A,N/A,47.36,16.66,0.97,3.14,6.02,10.22,4.05,1.5,132.31,33720000000.0,37290000000.0,13.89,1.37,1.07,9.60,1.07,13580000000.0,1.5,2100000000.0,7.83,29.40,10.10,1580000000.0,6.13,5150000000.0,1.01,41.55,130.47,1.5,2.73,89.20,2780000.0,1.80,1.10,2500000.0,N/A
99,N/A,N/A,cim,N/A,N/A,N/A,N/A,N/A,376.00,5.51,5.18,0.89,94.58,91.11,4.52,1.5,0.61,3230000000.0,16620000000.000002,N/A,N/A,26.68,N/A,26.68,540240000.0,1.5,589210000.0,0.57,91.00,64.20,168250000.0,0.16,13560000000.0,0.65,3.51,3.14,1.5,4.58,67.90,8680000.0,2.30,0.80,13050000.0,N/A
100,N/A,N/A,cinf,N/A,N/A,N/A,N/A,N/A,13.33,16.81,1.77,1.33,10.62,15.65,2.66,1.5,30.25,8780000000.0,9060000000.0,N/A,N/A,1.83,10.98,1.83,788000000.0,1.5,525000000.0,3.18,36.90,7.70,591000000.0,3.60,876000000.0,1.29,40.15,53.47,1.5,9.08,62.30,3120000.0,7.30,2.10,3090000.0,N/A
101,N/A,N/A,cl,N/A,N/A,N/A,N/A,N/A,444.04,29.38,3.63,54.70,12.62,24.33,19.15,1.5,18.88,62890000000.0,67940000000.0,21.33,2.84,3.93,14.62,3.93,10110000000.0,1.5,2180000000.0,2.36,11.30,3.20,1290000000.0,1.42,6150000000.0,1.23,1.26,69.33,1.5,0.28,73.30,8350000.0,3.20,1.00,7370000.0,N/A
102,N/A,N/A,cldx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,672.93,11.40,N/A,344.40,25.19,1.5,0.04,2370000000.0,2170000000.0,N/A,N/A,604.38,18.60,604.38,3590000.0,1.5,118080000.0,1.32,N/A,138.20,201040000.0,2.24,0.00,8.37,2.36,26.43,1.5,0.28,88.70,17740000.0,6.40,23.00,21500000.0,N/A
103,N/A,N/A,clf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.15,N/A,156.24,120.91,42.91,1.5,30.20,703550000.0,3560000000.0,10.67,63.76,0.77,5.19,0.77,451400000.0,1.5,7280000000.0,47.52,N/A,15.20,290900000.0,1.90,3150000000.0,1.51,14.11,4.59,1.5,5.87,N/A,64870000.00000001,10.60,47.70,59450000.0,N/A
104,N/A,N/A,clx,N/A,N/A,N/A,N/A,N/A,950.89,27.86,2.56,51.23,9.26,17.55,13.64,1.5,43.51,14460000000.0,16309999999.999998,22.82,3.52,2.89,14.26,2.89,2360000000.0,1.5,578000000.0,3.96,8.70,2.80,819000000.0,6.24,2670000000.0,1.09,2.15,110.20,1.5,0.25,77.90,7290000.0,9.40,5.70,7000000.0,N/A
105,N/A,N/A,cma,N/A,N/A,N/A,N/A,N/A,N/A,14.44,3.22,1.09,23.76,36.42,0.88,1.5,13.94,8140000000.000001,5320000000.0,13.11,1.54,2.13,N/A,2.13,N/A,1.5,586000000.0,3.16,27.40,0.30,6140000000.0,34.42,3320000000.0,N/A,41.35,45.63,1.5,0.54,87.10,8090000.0,5.50,4.60,9670000.0,N/A
106,N/A,N/A,cmcsa,N/A,N/A,N/A,N/A,N/A,89.10,18.11,2.11,2.75,12.19,22.02,5.95,1.5,26.63,147230000000.0,190950000000.0,15.79,1.05,2.78,8.24,2.78,47860000000.0,1.5,8380000000.000001,3.20,0.60,4.80,4510000000.0,1.78,48230000000.0,0.78,20.74,57.94,1.5,0.14,86.80,96580000.0,7.20,4.50,98760000.0,N/A
107,N/A,N/A,cme,N/A,N/A,N/A,N/A,N/A,10.09,27.73,10.24,1.52,36.21,57.54,1.77,1.5,9.31,31340000000.0,N/A,21.41,1.72,N/A,N/A,N/A,2990000000.0,1.5,1130000000.0,3.35,58.70,22.40,1440000000.0,4.27,2109999999.9999998,1.02,62.37,92.91,1.5,5.59,75.40,7110000.0,5.80,2.60,6590000.0,N/A
108,N/A,N/A,cmg,N/A,N/A,N/A,N/A,N/A,N/A,46.17,4.93,10.06,10.84,17.47,19.70,1.5,132.36,20240000000.0,19480000000.0,N/A,N/A,4.74,23.52,4.74,1120000000.0,1.5,445370000.0,14.13,52.30,26.70,758060000.0,24.44,0.00,3.58,64.86,652.39,1.5,1.76,91.70,849.16,2.70,3.20,709.84,N/A
109,N/A,N/A,cmi,N/A,N/A,N/A,N/A,N/A,20.98,15.17,1.29,3.20,8.59,10.68,8.41,1.5,105.24,24780000000.0,24080000000.0,12.17,1.11,1.25,9.61,1.25,4860000000.0,1.5,1650000000.0,9.02,2.80,10.90,2390000000.0,13.22,1700000000.0,2.25,42.79,136.82,1.5,0.21,83.40,4950000.0,2.70,3.00,3010000.0,N/A
110,N/A,N/A,cms,N/A,N/A,N/A,N/A,N/A,235.74,20.28,1.35,2.64,6.64,16.05,3.93,1.5,26.53,9720000000.0,18550000000.0,17.56,N/A,2.58,10.38,2.58,2089999999.9999998,1.5,477000000.0,1.74,5.90,1.30,207000000.0,0.75,8740000000.0,1.29,13.34,35.29,1.5,0.80,87.40,3250000.0,1.10,1.20,4099999.9999999995,N/A
111,N/A,N/A,cnp,N/A,N/A,N/A,N/A,N/A,194.75,14.59,0.97,1.96,6.62,10.13,2.59,1.5,21.47,8910000000.0,16530000000.000002,17.71,12.08,1.79,8.49,1.79,2340000000.0,1.5,611000000.0,1.42,55.80,8.60,1230000000.0,2.86,8860000000.0,0.94,10.58,20.72,1.5,0.62,79.00,7400000.0,1.60,1.80,6760000.0,N/A
112,N/A,N/A,cnx,N/A,N/A,N/A,N/A,N/A,61.71,41.26,1.83,1.20,4.66,9.77,1.85,1.5,15.21,6700000000.0,9810000000.0,23.27,2.91,2.80,10.75,2.80,1500000000.0,1.5,168780000.0,0.71,90.00,11.30,176990000.0,0.77,3290000000.0,1.02,23.15,29.09,1.5,0.78,99.30,22300000.0,6.30,13.10,20490000.0,N/A
113,N/A,N/A,cof,N/A,N/A,N/A,N/A,N/A,N/A,10.58,2.35,0.98,23.62,39.34,1.46,1.5,33.30,44380000000.0,84770000000.0,N/A,1.67,4.52,N/A,4.52,N/A,1.5,4340000000.0,7.59,17.30,2.60,8340000000.0,15.09,48730000000.0,N/A,81.53,80.31,1.5,0.47,91.60,5540000.0,2.00,1.00,5580000.0,N/A
114,N/A,N/A,cog,N/A,N/A,N/A,N/A,N/A,81.77,123.04,6.35,5.79,5.35,4.40,1.03,1.5,4.70,12710000000.0,14440000000.0,38.94,3.95,7.39,20.09,7.39,1650000000.0,1.5,104470000.0,0.25,N/A,3.90,20950000.0,0.05,1750000000.0,0.83,5.19,30.76,1.5,1.29,93.80,16960000.0,2.80,4.20,15100000.0,N/A
115,N/A,N/A,coh,N/A,N/A,N/A,N/A,N/A,0.79,20.40,2.55,4.56,12.65,21.23,16.66,1.5,16.32,11550000000.0,10500000000.0,20.83,5.59,2.34,9.21,2.34,3300000000.0,1.5,568640000.0,2.05,38.30,14.10,1060000000.0,3.86,20000000.0,2.72,9.13,41.86,1.5,0.91,89.30,21360000.0,4.20,7.80,24520000.0,N/A
116,N/A,N/A,col,N/A,N/A,N/A,N/A,N/A,133.74,20.40,2.47,6.83,12.43,18.83,8.52,1.5,38.28,12700000000.0,14880000000.0,16.90,1.64,2.89,12.84,2.89,1510000000.0,1.5,653000000.0,4.70,27.50,16.30,315000000.0,2.38,2500000000.0,1.39,14.07,95.97,1.5,0.41,0.10,3620000.0,4.40,3.10,3540000.0,N/A
117,N/A,N/A,cop,N/A,N/A,N/A,N/A,N/A,43.17,11.47,1.40,1.49,12.41,19.24,5.67,1.5,44.72,77800000000.0,95310000000.0,21.79,159.87,1.72,4.88,1.72,21520000000.0,1.5,5740000000.0,5.51,N/A,14.70,5060000000.0,4.11,22560000000.0,1.31,42.16,63.18,1.5,0.02,67.20,31840000.0,4.50,2.60,30100000.0,N/A
118,N/A,N/A,cost,N/A,N/A,N/A,N/A,N/A,48.25,29.67,0.57,6.48,1.96,3.01,6.67,1.5,263.39,66709999999.99999,64290000000.00001,26.56,2.79,0.56,14.14,0.56,14180000000.0,1.5,2260000000.0,5.11,29.20,4.40,7450000000.0,16.94,5030000000.0,0.99,23.19,151.63,1.5,0.81,75.70,5110000.0,2.60,1.20,6800000.0,N/A
119,N/A,N/A,cpb,N/A,N/A,N/A,N/A,N/A,259.64,19.36,1.75,9.52,9.17,14.22,9.22,1.5,26.51,14540000000.0,18270000000.0,18.80,7.35,2.20,12.28,2.20,2900000000.0,1.5,762000000.0,2.41,36.30,2.10,201000000.0,0.65,3930000000.0,0.73,4.89,46.63,1.5,43.55,42.60,13180000.0,6.90,7.50,12920000.0,N/A
120,N/A,N/A,crm,N/A,N/A,N/A,N/A,N/A,55.28,N/A,8.00,10.82,4.89,2.71,0.92,1.5,8.61,43380000000.0,44580000000.0,N/A,N/A,8.30,264.49,8.30,4080000000.0,1.5,262690000.0,0.42,N/A,26.10,995430000.0,1.53,2200000000.0,0.81,6.11,66.68,1.5,7.29,96.20,25930000.0,4.60,5.40,25960000.0,N/A
121,N/A,N/A,csc,N/A,N/A,N/A,N/A,N/A,81.19,N/A,0.73,2.76,0.16,4.04,2.91,1.5,87.55,9220000000.0,9550000000.0,13.43,1.46,0.76,7.24,0.76,3430000000.0,1.5,31000000.0,0.15,N/A,8.70,2390000000.0,16.97,2720000000.0,1.63,23.62,65.38,1.5,0.30,91.90,9870000.0,5.20,7.60,8279999.999999999,N/A
122,N/A,N/A,csco,N/A,N/A,N/A,N/A,N/A,35.55,16.21,2.89,2.41,18.00,24.09,7.12,1.5,9.39,138490000000.0,105990000000.0,12.00,1.54,2.20,7.58,2.20,27770000000.0,1.5,8650000000.0,1.67,67.70,7.00,53020000000.0,10.39,20520000000.0,3.39,11.30,27.13,1.5,0.07,74.90,39390000.0,1.40,0.80,41210000.0,N/A
123,N/A,N/A,csx,N/A,N/A,N/A,N/A,N/A,87.17,17.35,2.62,2.97,15.21,28.52,6.97,1.5,12.66,33009999999.999996,41790000000.0,13.94,1.58,3.30,8.77,3.30,8570000000.0,1.5,1930000000.0,1.92,15.30,5.30,961000000.0,0.97,9740000000.0,1.22,11.25,33.32,1.5,0.43,67.40,7010000.0,1.00,0.70,6290000.0,N/A
124,N/A,N/A,ctas,N/A,N/A,N/A,N/A,N/A,63.49,21.92,2.05,4.56,9.95,14.82,9.63,1.5,38.77,9460000000.0,10260000000.0,22.11,1.98,2.26,12.28,2.26,1910000000.0,1.5,430460000.0,3.77,12.20,1.90,490190000.0,4.29,1300000000.0,2.70,17.91,82.69,1.5,17.25,77.90,5550000.0,12.30,6.50,5400000.0,N/A
125,N/A,N/A,ctl,N/A,N/A,N/A,N/A,N/A,137.60,26.09,1.12,1.34,4.28,14.37,3.18,1.5,31.72,20070000000.0,40610000000.0,14.29,138.90,2.25,5.88,2.25,10180000000.0,1.5,772000000.0,1.36,21.30,2.30,128000000.0,0.23,20670000000.0,0.91,26.42,35.43,1.5,0.51,75.90,37480000.0,7.80,7.50,38460000.0,N/A
126,N/A,N/A,ctsh,N/A,N/A,N/A,N/A,N/A,21.16,26.63,3.68,4.88,14.02,18.37,11.87,1.5,16.88,38140000000.0,36010000000.0,18.40,1.24,3.51,17.20,3.51,4120000000.0,1.5,1440000000.0,2.35,11.90,16.40,3770000000.0,6.19,1640000000.0,2.60,12.70,62.57,1.5,0.53,94.10,6750000.0,1.90,1.10,6450000.0,N/A
127,N/A,N/A,ctxs,N/A,N/A,N/A,N/A,N/A,59.48,42.30,3.20,4.65,8.01,12.83,4.70,1.5,18.50,9940000000.0,10440000000.0,15.32,N/A,3.32,15.49,3.32,2520000000.0,1.5,251720000.0,1.47,31.30,6.10,789410000.0,4.94,1290000000.0,1.06,13.52,62.18,1.5,0.64,102.40,4750000.0,4.30,N/A,4150000.0000000005,N/A
128,N/A,N/A,cvc,N/A,N/A,N/A,N/A,N/A,N/A,15.79,0.76,N/A,4.82,14.33,8.67,1.5,24.42,4980000000.0,13820000000.0,19.32,24.02,2.14,7.74,2.14,3320000000.0,1.5,308620000.0,1.15,8.00,3.00,850410000.0,3.10,9690000000.0,1.10,18.38,18.16,1.5,5.05,110.00,60990000.0,21.20,33.60,58490000.0,N/A
129,N/A,N/A,cvs,N/A,N/A,N/A,N/A,N/A,34.13,25.94,0.84,3.07,3.33,6.31,7.54,1.5,120.04,117090000000.0,127730000000.0,17.50,N/A,0.92,11.91,0.92,25370000000.0,1.5,4630000000.0,3.96,4.40,12.90,2520000000.0,2.21,12960000000.0,1.37,33.30,102.71,1.5,0.18,87.40,12940000.0,3.30,1.10,14480000.0,N/A
